,Rank,Name,Gender,Age,Finish,Pace,Strava Activity,athlet_url,race_url,Watch,Shoes,Distance
826,826,Sean Fortune,M,45-54,3:09:01,4:29/km,Boston Marathon,/athletes/6759260,/activities/549974044,Garmin Forerunner 620,—,42.8
827,827,Mark Momerak,M,55-64,3:09:05,4:29/km,Morning Run,/athletes/7717567,/activities/605868534,Garmin Forerunner 620,Brooks Pureflow(569.7 km),42.51
828,828,Steve B.,M,35-44,3:09:06,4:29/km,2016 Boston Marathon,/athletes/7456917,/activities/549678924,Garmin Forerunner 910XT,"Vibram Five Fingers Bikilas(2,768.7 km)",42.49
829,829,Kyle Exline,M,25-34,3:09:08,4:29/km,Morning Run,/athletes/1719045,/activities/549462501,Garmin Forerunner 235,—,42.49
830,830,Gabe Gomez,M,35-44,3:09:08,4:29/km,Morning Run,/athletes/6287361,/activities/555871736,Garmin Forerunner 910XT,—,42.53
831,831,Jamie Staples,M,25-34,3:09:09,4:29/km,Boston. Respect.,/athletes/2665382,/activities/549476912,Suunto Ambit3 Sport,HOKA ONE ONE Constant(534.6 km),42.71
832,832,peter Gillis,M,45-54,3:09:12,4:29/km,Boston Marathon,/athletes/29306846,/activities/2065683877,,Brooks Glycerin(667.1 km),42.54
833,833,Kyle Lynch,M,25-34,3:09:13,4:29/km,Morning Run,/athletes/5744580,/activities/549352037,Strava iPhone App,—,42.96
834,834,Sean Lilley,M,45-54,3:09:14,4:29/km,120th Boston Marathon - OUCH!,/athletes/188520,/activities/549542815,Garmin Forerunner 25,—,42.5
835,835,Wanwen Q.,F,,3:09:14,4:29/km,Boston Marathon,/athletes/2363546,/activities/549569494,Garmin Forerunner 225,—,42.28
836,836,Dan Foehner,M,45-54,3:09:17,4:29/km,2016 Boston Marathon. Stopped to pee at m...,/athletes/78093,/activities/549374737,Garmin Forerunner 920XT,HOKA ONE ONE Huaka (Black/Citrus)(579.5 km),42.45
837,837,Obed LeDuc,M,35-44,3:09:18,4:29/km,Morning Run,/athletes/3437100,/activities/549382861,Strava iPhone App,—,42.74
838,838,Ej Trilifeblog,M,,3:09:18,4:29/km,Morning Run,/athletes/1322501,/activities/550751376,Garmin Forerunner 910XT,"ASICS GT 2000 Series(5,094.5 km)",42.58
839,839,Graham Schmidt,M,35-44,3:09:19,4:29/km,Morning Run,/athletes/73635,/activities/550156010,TomTom,—,42.48
840,840,José Eduardo Motta Garcia <U+0001F1E7><U+0001F1F7>,M,35-44,3:09:19,4:29/km,Maratona de Boston 2016,/athletes/8376487,/activities/551361510,Garmin Forerunner 620,—,42.44
841,841,Jeff Omega,M,35-44,3:09:22,4:29/km,2016 Boston Marathon.  Another tough race...,/athletes/3433852,/activities/549389179,Garmin Forerunner 235,—,42.43
842,842,Daniel G.,M,,3:09:24,4:29/km,Course à pied matinale,/athletes/9743906,/activities/549434531,GPX,—,42.38
843,843,Taylor Hartstein,M,25-34,3:09:26,4:29/km,Bonk in Boston,/athletes/1368087,/activities/549687090,Suunto Ambit3 Peak,"Brooks PureCadence(14,088.1 km)",42.59
844,844,Miguel Ramirez,M,35-44,3:09:27,4:29/km,Morning Run,/athletes/13774321,/activities/550793291,Garmin Forerunner 410,"Newton Distance(2,378.0 km)",42.44
845,845,Sam D.,M,25-34,3:09:29,4:29/km,Boston Marathon,/athletes/1916306,/activities/549401013,Garmin Forerunner 620,—,42.5
846,846,Tommy Marincic,M,45-54,3:09:29,4:29/km,Boston Marathon 2016,/athletes/14218023,/activities/549460059,Garmin Forerunner 620,—,42.42
847,847,Natalie Kratz,F,25-34,3:09:29,4:29/km,Morning Run,/athletes/11350652,/activities/550784643,Garmin Forerunner 410,—,42.49
848,848,Tim D.,M,45-54,3:09:30,4:29/km,Boston Marathon (official time 3:09:22),/athletes/2418471,/activities/549599678,Garmin Forerunner 610,Saucony Guide 7: Yellow-White (01.31.16)(719.8 km),42.64
849,849,Michael Garrett,M,45-54,3:09:32,4:30/km,Morning Run,/athletes/14979201,/activities/565936303,Garmin Forerunner 630,—,42.45
850,850,Francesco L.,M,35-44,3:09:33,4:30/km,Boston Marathon,/athletes/23857034,/activities/1113358914,Garmin Forerunner 110,—,42.49
851,851,Brian Welch,M,25-34,3:09:34,4:30/km,2016 Boston Marathon,/athletes/552752,/activities/549438406,Garmin Forerunner 620,"Zoot TT 7.0 Blue/Yellow(1,116.7 km)",42.52
852,852,Dave LaTourette,M,55-64,3:09:35,4:30/km,My Boston gradual fade in the sun. Glad t...,/athletes/4286709,/activities/549371799,Garmin fēnix 3,HOKA ONE ONE Clayton(85.2 km),42.78
853,853,Shannon S.,F,35-44,3:09:36,4:30/km,Morning Run,/athletes/13350362,/activities/549566578,Garmin Forerunner 620,—,42.45
854,854,Kenny Brown,M,45-54,3:09:37,4:30/km,Boston Marathon,/athletes/6596836,/activities/553062307,Garmin Forerunner 610,"adidas Glide Boost(2,026.9 km)",42.48
855,855,Apryl S.,F,35-44,3:09:38,4:30/km,Morning Run,/athletes/3513596,/activities/549793256,Garmin Forerunner 410,"Barefoot (No Shoes) My feet!(4,790.3 km)",42.46
856,856,Lynton Karfor,M,35-44,3:09:38,4:30/km,Boston Marathon,/athletes/7405795,/activities/550166672,Garmin Forerunner 620,—,42.52
857,857,Jonathan Supper,M,35-44,3:09:39,4:30/km,Course à pied matinale,/athletes/4560501,/activities/549356466,Garmin Forerunner 920XT,—,42.53
858,858,Tim V.,M,,3:09:39,4:30/km,Morning Run,/athletes/21938420,/activities/991202288,Garmin Forerunner 220,—,42.72
859,859,Jeff Whitmer,M,45-54,3:09:40,4:30/km,120th Boston Marathon with Jordan and Zac...,/athletes/6856433,/activities/550417682,Garmin Forerunner 620,adidas Ultra Boost Gray(960.1 km),42.44
860,860,Joel Dalton,M,,3:09:40,4:30/km,4/18/2016 Boston Marathon 2016,/athletes/7377983,/activities/551907247,Garmin Forerunner 305,Mizuno Wave Rider 18(453.1 km),42.45
861,861,Thomas Dansie,M,35-44,3:09:42,4:30/km,Morning Run,/athletes/1158394,/activities/571154720,Garmin Forerunner 310XT,—,42.47
862,862,John C.,M,45-54,3:09:45,4:30/km,2016 Beantown Bust-up,/athletes/72313,/activities/553257582,Garmin Forerunner 610,—,42.45
863,863,Ben R.,M,25-34,3:09:48,4:30/km,Boston Marathon 2016,/athletes/1436079,/activities/551719498,Garmin Forerunner 610,"Saucony kinvara 6(1,815.9 km)",42.88
864,864,Michael Stermer,M,35-44,3:09:48,4:30/km,Old Stone Tavern - Charlesmark Hotel,/athletes/5044678,/activities/612426580,Garmin Forerunner 210,—,42.93
865,865,Jake Kilgore,M,35-44,3:09:49,4:30/km,1x26.2 @ Boston Marathon Pace,/athletes/13035094,/activities/549440774,Garmin fēnix 3,—,42.77
866,866,Ben Argyle,M,35-44,3:09:49,4:30/km,Boston Marathon 2016,/athletes/6277633,/activities/549551710,,—,42.48
867,867,Cristian  Popa,M,45-54,3:09:49,4:30/km,Boston Marathon. Ahhhh the weather...,/athletes/2629981,/activities/550137777,Suunto Ambit2 S,adidas BOSTON BOOST(751.3 km),42.58
868,868,Jim Grizzetti,M,55-64,3:09:52,4:30/km,Boston Marathon,/athletes/1960311,/activities/549379658,Strava iPhone App,—,42.74
869,869,Jay Seekell,M,,3:09:53,4:30/km,Morning Run,/athletes/1322120,/activities/578496926,Garmin Forerunner 910XT,"HOKA ONE ONE Mafate speed(1,675.5 km)",42.54
870,870,Joscelin Grizzetti,F,45-54,3:09:55,4:30/km,Morning Run,/athletes/1321390,/activities/552948211,Garmin Forerunner 910XT,—,42.54
871,871,Mark Greaves,M,25-34,3:09:56,4:30/km,Very hard Boston Marathon - very hot and ...,/athletes/2134184,/activities/549466440,Garmin Forerunner 235,ASICS GT2000v4 Black/Yellow(311.6 km),42.4
872,872,Brian B.,M,45-54,3:09:57,4:30/km,Marathon Monday !!,/athletes/1211126,/activities/549611041,Garmin fēnix 3,—,42.93
873,873,Murray McCutcheon,M,,3:09:58,4:30/km,Tough day but kept it going,/athletes/11674386,/activities/550135442,Garmin Forerunner 110,New Balance 1400(122.3 km),42.46
874,874,Gene Dykes,M,70-74,3:09:58,4:30/km,Morning Run,/athletes/8709030,/activities/550916904,Garmin Forerunner 220,—,42.47
875,875,Keara M.,F,25-34,3:09:59,4:30/km,Morning Run,/athletes/7332872,/activities/549478506,Garmin Forerunner 225,—,42.44
876,876,Rick Mongeau,M,45-54,3:10:05,4:30/km,Boston Marathon,/athletes/11311558,/activities/549509107,Garmin Forerunner 920XT,—,42.44
877,877,Lindsay M.,F,25-34,3:10:08,4:30/km,"Boston Marathon, hot day and slow times b...",/athletes/5118703,/activities/549785917,Garmin Forerunner 220,—,42.41
878,878,Saul Greenblatt,M,35-44,3:10:10,4:30/km,Boston Marathon,/athletes/10149358,/activities/549391871,Garmin Forerunner 920XT,ASICS DS Trainer 21 b(469.7 km),42.56
879,879,Avigdor Book,M,,3:10:14,4:31/km,Boston Marathon 2016,/athletes/1543523,/activities/549560661,Garmin fēnix 3,—,42.8
880,880,Jesse Beier,M,35-44,3:10:15,4:31/km,Morning Run,/athletes/12878821,/activities/549418099,Garmin Forerunner 220,—,42.44
881,881,Harold B.,M,35-44,3:10:16,4:31/km,The Boston Marathon,/athletes/6605618,/activities/549471247,Suunto Ambit3 Peak,Pearl Izumi N1 (BLUE AND YELLOW)(980.1 km),42.59
882,882,Allison Malecki,F,,3:10:16,4:31/km,Boston Marathon,/athletes/11721863,/activities/549529436,Garmin Forerunner 235,—,42.46
883,883,Joel R.,M,35-44,3:10:21,4:31/km,2016 Boston marathon,/athletes/6479591,/activities/549385529,Garmin Forerunner 230,adidas adios 3(360.0 km),42.48
884,884,Alex van Oostrum,M,,3:10:24,4:31/km,Morning Run,/athletes/11921019,/activities/553244211,Garmin Forerunner 620,"adidas Takumi Sen (3rd pair)(1,688.0 km)",42.47
885,885,Tobie Harrell,M,35-44,3:10:24,4:31/km,Lunch Run,/athletes/43678,/activities/554870585,,"Brooks T7 Racer(1,005.4 km)",42.68
886,886,Martin Hewlett,M,25-34,3:10:28,4:31/km,Boston Strong,/athletes/542219,/activities/550431857,Garmin Forerunner 405,—,42.49
887,887,Karl Schmidt,M,25-34,3:10:33,4:31/km,2016 Boston Marathon: How to throw a race...,/athletes/314170,/activities/549823924,Garmin Forerunner 10,Saucony Kinvara 6 (3rd pair)(838.0 km),42.55
888,888,Loren Howard,M,35-44,3:10:36,4:31/km,Morning Run,/athletes/4253915,/activities/549412712,Garmin Forerunner 920XT,—,42.58
889,889,Roger Beutler,M,35-44,3:10:36,4:31/km,Boston Marathon 2016,/athletes/8177361,/activities/550442536,Garmin Forerunner 910XT,—,42.64
890,890,"Steve ""Achilles"" Scivally",M,45-54,3:10:38,4:31/km,Boston Marathon 2016 - Just Survive,/athletes/3691954,/activities/551131080,Garmin Forerunner 610,—,42.48
891,891,Larry Grossman,M,55-64,3:10:41,4:31/km,2016 Boston Marathon: The Epic Collapse,/athletes/6330177,/activities/549447182,Garmin Forerunner 620,Saucony Guide 8.2(621.2 km),42.47
892,892,Mark V.,M,,3:10:41,4:31/km,Boston 2016,/athletes/618656,/activities/550120828,Garmin Forerunner 920XT,—,42.48
893,893,"Tommy ""teaspoon"" Pyon",M,35-44,3:10:42,4:31/km,"Boston Marathon (Hopkinton to Boston, MA)",/athletes/7111479,/activities/549417095,Garmin fēnix 3,—,42.63
894,894,Max M.,M,25-34,3:10:42,4:31/km,Boston Marathon 2016,/athletes/1709376,/activities/549480150,Garmin fēnix 2,HOKA ONE ONE Clifton 2(571.1 km),42.8
895,895,Aly U.,F,25-34,3:10:45,4:31/km,silly boston marathon.,/athletes/8362488,/activities/551258516,Garmin Vívoactive,—,42.51
896,896,Colin Jones,M,45-54,3:10:45,4:31/km,Boston Marathon,/athletes/7681940,/activities/552262845,Garmin Forerunner 310XT,—,42.53
897,897,Francis Messier,M,,3:10:47,4:31/km,Boston Marathon 2016,/athletes/8862171,/activities/550789985,Garmin Forerunner 910XT,Saucony Kinvara 6 Bleu(726.2 km),42.48
898,898,Stu S.,,,3:10:48,4:31/km,Morning Run (Boston Marathon),/athletes/1980294,/activities/549441010,Garmin Forerunner 920XT,—,42.67
899,899,Tim Gagne,M,35-44,3:10:50,4:31/km,Morning Run,/athletes/13864330,/activities/549357650,Garmin Forerunner 920XT,—,42.5
900,900,John Maxey,M,,3:10:53,4:31/km,Boston Marathon 2016,/athletes/12720171,/activities/549858389,Garmin Forerunner 15,—,42.46
901,901,Patrick Jones,M,45-54,3:10:53,4:31/km,Boston! what an amazing day.,/athletes/7551336,/activities/550925747,Suunto Ambit2,HOKA ONE ONE clifton 2 - 2(452.0 km),42.52
902,902,Jeff V.,M,45-54,3:10:54,4:31/km,The I totally rocked those first 4 miles ...,/athletes/2441712,/activities/549437375,Garmin Forerunner 630,"Mizuno Wave Precision 13(16,266.7 km)",42.48
903,903,Dickson Suit,M,45-54,3:10:54,4:31/km,Morning Run,/athletes/14210233,/activities/549457339,Garmin Forerunner 920XT,—,42.54
904,904,Jim Callaghan,M,45-54,3:10:54,4:31/km,"2016 Boston Marathon: 8 mile race, 18 mil...",/athletes/4674907,/activities/549665008,Garmin Forerunner 310XT,adidas BOSTON BOOST(631.0 km),42.55
905,905,Eddy Souza,M,35-44,3:10:56,4:32/km,2016 Boston Marathon.  Gut check race.,/athletes/10357618,/activities/549510080,Garmin Forerunner 620,"HOKA ONE ONE Huaka(1,955.0 km)",42.56
906,906,Dan Evans,M,35-44,3:10:56,4:32/km,Boston Marathon,/athletes/17298497,/activities/758710405,Garmin Forerunner 620,—,42.6
907,907,Ben Tam,M,35-44,3:10:58,4:32/km,Boston Marathon,/athletes/15861658,/activities/614552106,Garmin Forerunner 610,—,42.62
908,908,Mike Kelley,M,55-64,3:11:04,4:32/km,Boston Marathon,/athletes/2189652,/activities/549735433,Garmin Forerunner 305,"HOKA ONE ONE Constant Road 2(1,258.8 km)",42.47
909,909,Stephane M.,M,,3:11:06,4:32/km,Morning Run,/athletes/2036748,/activities/550828080,Garmin Forerunner 220,—,42.53
910,910,Marcos Henrique F.,M,45-54,3:11:07,4:32/km,MARATONA DE BOSTON 2016,/athletes/8402692,/activities/549423917,Garmin Forerunner 620,—,42.47
911,911,Alan W.,M,35-44,3:11:07,4:32/km,Boston Marathon #2 2k16,/athletes/9892524,/activities/549526196,Garmin Forerunner 230,adidas Boston 5(252.2 km),42.49
912,912,Rodrigo G,M,35-44,3:11:09,4:32/km,Morning Run,/athletes/14286567,/activities/554249694,Garmin Forerunner 920XT,—,42.5
913,913,Anton Aguila,M,,3:11:11,4:32/km,Morning Run,/athletes/12531979,/activities/549379571,Garmin Forerunner 230,—,42.62
914,914,Jeremy Sanders,M,35-44,3:11:13,4:32/km,Morning Run,/athletes/14429836,/activities/550016521,Garmin Forerunner 220,—,42.46
915,915,Colin Schless,M,35-44,3:11:15,4:32/km,Epic Man 2/2 BOMA everything hurts,/athletes/2937807,/activities/549374166,Garmin Forerunner 920XT,—,42.48
916,916,Jorge Ospina,M,45-54,3:11:15,4:32/km,Morning Run,/athletes/5238016,/activities/550747048,Garmin Forerunner 630,"New Balance 980(2,744.5 km)",42.53
917,917,eric becker,M,,3:11:16,4:32/km,Morning Run,/athletes/4970018,/activities/552248617,Garmin Forerunner 310XT,—,42.51
918,918,Gregg Best,M,45-54,3:11:18,4:32/km,Boston Marathon,/athletes/2014965,/activities/559702363,Garmin Forerunner 620,Saucony Mirage(136.0 km),42.51
919,919,James N.,M,35-44,3:11:20,4:32/km,2016 Boston Marathon 3:11:20 net,/athletes/6503238,/activities/549578807,Garmin Forerunner 620,New Balance Pace V1(978.8 km),42.39
920,920,Brent A.,,,3:11:21,4:32/km,Lunch Run,/athletes/6377040,/activities/569920299,Suunto Ambit3 Peak,—,42.74
921,921,Alison Shell,F,35-44,3:11:22,4:32/km,Morning Run,/athletes/1798526,/activities/549549721,Garmin Forerunner 10,—,42.48
922,922,Denis G.,M,45-54,3:11:23,4:32/km,Boston Marathon: heart-bent not broke.,/athletes/3130522,/activities/549508836,Garmin Forerunner 910XT,—,42.62
923,923,Jonathan C.,M,25-34,3:11:24,4:32/km,Boston Marathon!,/athletes/287935,/activities/549731999,Garmin Forerunner 235,adidas adizero Tempo - 4(823.2 km),42.44
924,924,Bill Nadeau,M,35-44,3:11:25,4:32/km,"Boston Marathon. Amazing crowds, awesome ...",/athletes/326447,/activities/549606973,Garmin Forerunner 610,—,42.5
925,925,Claire Bartholic <U+24CB>,F,35-44,3:11:26,4:32/km,"The Boston Marathon. 30 second PR in hot,...",/athletes/4547043,/activities/549457327,Garmin Vívoactive,—,42.49
926,926,Cindy L.,F,45-54,3:11:28,4:32/km,Boston Marathon,/athletes/1408441,/activities/549512946,Garmin Forerunner 630,adidas Boston Boost Pink/Brown(228.7 km),42.55
927,927,Scott Snyder,M,35-44,3:11:28,4:32/km,"Boston 3  - Scott 0, you've bested again ...",/athletes/2299372,/activities/549590705,Garmin Forerunner 235,adidas adios Boost 2 Men Shoe B/W/R 8.0 D(432.6 km),42.54
928,928,Tyler Samler,M,35-44,3:11:29,4:32/km,Morning Run,/athletes/2971908,/activities/550562116,Garmin Forerunner 310XT,—,42.62
929,929,Joe Lee,M,35-44,3:11:31,4:32/km,Boston Marathon!,/athletes/6643745,/activities/549400295,Garmin Forerunner 620,—,42.55
930,930,Dan Killick,M,35-44,3:11:31,4:32/km,Boston Marathon,/athletes/3997962,/activities/549407464,Suunto Ambit3 Sport,"New Balance 1500 V2(1,284.9 km)",42.66
931,931,Joe Ziegenfuss,M,35-44,3:11:33,4:32/km,Morning Run - Boston Marathon,/athletes/1251658,/activities/551706675,Garmin Forerunner 310XT,HOKA ONE ONE Clifton 2(682.4 km),42.53
932,932,Brian McCourt,M,55-64,3:11:34,4:32/km,Boston Marathon,/athletes/2150070,/activities/549472930,TomTom,—,42.51
933,933,Erik Johnson,M,35-44,3:11:35,4:32/km,Boston Marathon,/athletes/7695773,/activities/550170210,Garmin Forerunner 15,—,42.54
934,934,Joshua Sharp,M,35-44,3:11:36,4:32/km,120th Boston Marathon (2016),/athletes/3489942,/activities/549419111,Garmin Forerunner 220,—,42.48
935,935,Scott M.,M,,3:11:36,4:32/km,Boston Marathon,/athletes/10692684,/activities/549478522,Garmin Forerunner 220,—,42.55
936,936,Greg Dierksen,M,25-34,3:11:36,4:32/km,"Boston Marathon 2016: Under-trained, over...",/athletes/665159,/activities/553601734,Garmin Forerunner 220,—,42.47
937,937,Tim Christoni,M,45-54,3:11:37,4:32/km,Boston Marathon 2016,/athletes/2226705,/activities/549437803,Garmin fēnix 3,HOKA ONE ONE Clifton 2(211.7 km),42.65
938,938,Octavio Gutierrez,M,35-44,3:11:37,4:32/km,The 2016 Boston Sufferfest,/athletes/296884,/activities/549481185,Polar V800,Brooks Launch(643.5 km),42.69
939,939,Justin Kracht,M,35-44,3:11:38,4:32/km,120th Boston Marathon,/athletes/6857220,/activities/549533540,Garmin Forerunner 920XT,Nike Zoom Elite 8(485.1 km),43.12
940,940,Trevor Muchow,M,25-34,3:11:40,4:33/km,Morning Run,/athletes/10830849,/activities/549591853,Garmin Forerunner 230,—,42.5
941,941,Bri Callejas,M,35-44,3:11:41,4:33/km,There comes a point where you just gotta ...,/athletes/70242,/activities/549514218,Garmin Forerunner 230,"adidas boost glide(7,283.2 km)",42.62
942,942,Jordan R.,M,25-34,3:11:43,4:33/km,"Boston Marathon 2016 -- too fast, too ear...",/athletes/3227600,/activities/549394984,TomTom,ASICS FA-33(524.8 km),42.46
943,943,Pierre Faucher,M,55-64,3:11:43,4:33/km,Marathon de Boston 2016 qui faisait un p'...,/athletes/13599932,/activities/550882342,GPX,Brooks racer st(868.0 km),42.71
944,944,Jay W.,M,35-44,3:11:44,4:33/km,Boston Marathon,/athletes/3293001,/activities/550613177,Garmin Forerunner 620,—,42.5
945,945,Alex Parulis,M,25-34,3:11:45,4:33/km,"Boston Marathon - Not a great race, but I...",/athletes/7574555,/activities/549690845,TomTom,Nike Pegasus(862.1 km),42.44
946,946,Niels Oomkes,M,45-54,3:11:46,4:33/km,Boston Marathon 2016,/athletes/1384917,/activities/550132769,TomTom,Brooks Pureflow(577.1 km),42.41
947,947,Jon Klein,M,35-44,3:11:47,4:33/km,Boston Marathon,/athletes/12309771,/activities/550179849,Garmin Forerunner 310XT,HOKA ONE ONE Clifton(541.4 km),42.53
948,948,Carolyn Thompson  Tapp,F,,3:11:47,4:33/km,Morning Run,/athletes/11655014,/activities/556406036,Garmin Forerunner 620,—,42.48
949,949,Aaron Luksich,M,35-44,3:11:48,4:33/km,2016 Boston Marathon,/athletes/3928809,/activities/549747756,Garmin Forerunner 110,Brooks Adrenaline GTS(483.6 km),42.56
950,950,Henry (He) Huang,M,,3:11:48,4:33/km,Morning Run,/athletes/7974893,/activities/549758007,Garmin Forerunner 610,adidas Adizero Adios 2 Purple A(247.2 km),42.58
951,951,Jonathan Smith,M,25-34,3:11:51,4:33/km,Boston Marathon,/athletes/1699498,/activities/555823580,Garmin Forerunner 210,—,42.67
952,952,Mauro S.,M,35-44,3:11:52,4:33/km,Carrera matutina,/athletes/6197044,/activities/590177367,Garmin Forerunner 920XT,—,42.58
953,953,Fernando G.,M,35-44,3:11:55,4:33/km,Boston Marathon 2016,/athletes/13572204,/activities/549431422,Garmin Forerunner 920XT,—,42.44
954,954,Terry Collins,M,,3:11:56,4:33/km,Morning Run,/athletes/12851890,/activities/550004513,Garmin Forerunner 220,—,42.46
955,955,Alex Radford,M,45-54,3:11:57,4:33/km,Morning Run,/athletes/7016730,/activities/550204600,Garmin Forerunner 620,—,42.48
956,956,Dave Troutman,M,,3:11:57,4:33/km,Boston Marathon,/athletes/2212115,/activities/568983176,Garmin Forerunner 910XT,—,42.52
957,957,Edward Pearson,M,45-54,3:11:58,4:33/km,The Boston Marathon,/athletes/1594607,/activities/549382509,Garmin Forerunner 220,Mizuno wave rider 19(772.3 km),42.41
958,958,Zachary Russell,M,25-34,3:11:58,4:33/km,Morning Run,/athletes/1251556,/activities/550873361,Garmin Forerunner 620,—,42.56
959,959,Ben Clare,M,35-44,3:12:01,4:33/km,Boston Marathon,/athletes/13748322,/activities/556997651,Garmin Forerunner 220,—,42.5
960,960,Chris D.,M,,3:12:02,4:33/km,Boston marathon. Struggling. But finished,/athletes/7770069,/activities/549444722,Garmin Forerunner 225,adidas racing flats(354.8 km),42.42
961,961,John F.,M,45-54,3:12:04,4:33/km,Boston Marathon,/athletes/2379660,/activities/555599990,Garmin Forerunner 910XT,—,42.58
962,962,Melissa A.,F,35-44,3:12:05,4:33/km,Morning Run,/athletes/594557,/activities/575739968,Garmin Forerunner 620,—,42.55
963,963,Michael Schwartz,M,,3:12:09,4:33/km,Morning Run,/athletes/3566673,/activities/549382245,Garmin Forerunner 220,—,42.72
964,964,Jeff Nearing,M,,3:12:09,4:33/km,Boston Marathon,/athletes/5249095,/activities/549641892,Garmin Forerunner 220,—,42.48
965,965,Robin  Watkins,F,35-44,3:12:13,4:33/km,Boston Marathon 2016: #sufferfest #hotBos...,/athletes/5931652,/activities/549407001,Garmin Forerunner 220,Pearl Izumi N0(234.9 km),42.63
966,966,krishna keelapatla,M,35-44,3:12:14,4:33/km,2016 Boston marathon,/athletes/7747366,/activities/549414553,Garmin Forerunner 620,—,42.46
967,967,Shanda W.,F,,3:12:15,4:33/km,Morning Run,/athletes/8350549,/activities/549391831,Garmin Forerunner 920XT,Newton Motion(731.3 km),42.48
968,968,Mike Cooke,M,35-44,3:12:16,4:33/km,Boston Marathon - 3:12:16,/athletes/4487520,/activities/549495272,Garmin Forerunner 920XT,Saucony Kinvara 6 (Black)(639.1 km),42.53
969,969,Etienne Bouchard,M,45-54,3:12:16,4:33/km,Boston Marathon 2016 - Le plan allait à m...,/athletes/937545,/activities/551857003,Garmin fēnix 2,New Balance Zante v2(496.6 km),43.04
970,970,Ben Neale,M,25-34,3:12:17,4:33/km,Morning Run,/athletes/8028104,/activities/549376512,Garmin Forerunner 25,—,42.44
971,971,Ben Cook,M,,3:12:20,4:33/km,Morning Run,/athletes/5913148,/activities/549410835,Garmin Forerunner 620,"adidas Adios Boost 2(1,061.8 km)",42.52
972,972,Matthew S.,M,,3:12:22,4:34/km,2nd running of the Boston Marathon,/athletes/3416094,/activities/549594952,Suunto Ambit3 Peak,"Brooks PureCadence (2015)(1,005.8 km)",42.64
973,973,Peter K.,M,45-54,3:12:23,4:34/km,Boston Marathon (3:12:23 official time),/athletes/3451627,/activities/552224990,Garmin Forerunner 210,Mizuno Wave Cruise 10 #1(188.9 km),42.51
974,974,Kurt Foote,M,45-54,3:12:24,4:34/km,Morning Run,/athletes/14640345,/activities/550074698,Strava iPhone App,—,42.54
975,975,<U+0001F1F5><U+0001F1F7>Tovi Monllor<U+0001F1E8><U+0001F1F1>,M,35-44,3:12:26,4:34/km,Morning Run,/athletes/13040560,/activities/549778179,Garmin Forerunner 920XT,—,42.24
976,976,Kevin Dougherty,M,,3:12:27,4:34/km,2016 Boston Marathon,/athletes/3304073,/activities/1212626475,Garmin Forerunner 630,Nike AIR Zoom Pegasus 34(419.5 km),42.52
977,977,Hernan Silberman,M,45-54,3:12:28,4:34/km,Boston 2016,/athletes/93293,/activities/549356482,Strava iPhone App,New Balance 1080v6(464.1 km),42.71
978,978,Jason D.,M,,3:12:28,4:34/km,Morning Run,/athletes/6243617,/activities/549603210,Garmin Forerunner 235,—,42.5
979,979,Cameron ONeal,M,,3:12:29,4:34/km,Boston Marathon 2016,/athletes/749141,/activities/549595211,Garmin Forerunner 920XT,—,42.4
980,980,Ty Ragan,M,45-54,3:12:32,4:34/km,Morning Run,/athletes/12306376,/activities/549463986,Garmin Forerunner 235,—,42.6
981,981,Rocky Castro,M,25-34,3:12:33,4:34/km,Boston Marathon: The Epic Foot Tour - 04/...,/athletes/1099647,/activities/549492834,Suunto Ambit3 Peak,adidas Boston(357.9 km),42.7
982,982,John Markiewicz,M,,3:12:33,4:34/km,Boston Marathon 3:08:35,/athletes/2715684,/activities/580761360,Garmin Forerunner 910XT,New Balance 1500v2(234.2 km),42.9
983,983,Wayne Dovan,M,45-54,3:12:34,4:34/km,Boston or Bust,/athletes/5812362,/activities/549733229,Garmin Forerunner 220,—,42.46
984,984,Frank C.,M,35-44,3:12:34,4:34/km,Boston Marathon,/athletes/800282,/activities/550932480,Garmin Forerunner 910XT,New Balance 1400 V3(178.8 km),42.5
985,985,Mike Wells,M,35-44,3:12:35,4:34/km,Boston Marathon 2016!! Super sunny sensat...,/athletes/164303,/activities/549379474,Garmin Forerunner 920XT,ASICS Hyperspeed 6 - 2nd pair(655.7 km),42.49
986,986,Stefan Albinsson,M,45-54,3:12:35,4:34/km,Boston Marathon- Hot day in the office!,/athletes/3181761,/activities/549420271,Suunto Ambit,"Salming Distance(3,545.0 km)",42.77
987,987,Alexander Rylyakov,M,,3:12:35,4:34/km,Boston Marathon 3:12,/athletes/3547788,/activities/549465934,Garmin Forerunner 920XT,"HOKA ONE ONE Clifton 2(5,024.6 km)",42.47
988,988,Aaron Baker,M,,3:12:36,4:34/km,"70+ degrees, headwind, conservative start...",/athletes/12270635,/activities/551329272,Garmin Forerunner 220,New Balance Zante(314.1 km),42.44
989,989,Brent M.,M,,3:12:38,4:34/km,Boston Marathon. Better luck next time.,/athletes/9895773,/activities/549446887,Garmin Vívoactive,—,42.55
990,990,Ken C.,M,55-64,3:12:38,4:34/km,The Boston Marathon.,/athletes/189187,/activities/549471784,Garmin Forerunner 310XT,ASICS Get Hyper Speed(599.9 km),42.67
991,991,Jon D.,M,35-44,3:12:39,4:34/km,Morning Run,/athletes/10841,/activities/549842056,Garmin Forerunner 230,—,42.44
